conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.93087E+18,Fri Jun 06 07:24:50 +0000 2025,0,@allaboutna__ aku ada bisa cod di venue besok dp kecil ajaaah,1.93089E+18,,allaboutna__,in,,0,0,0,https://x.com/undefined/status/1930888598175551956,1.76714E+18,
1.93085E+18,Fri Jun 06 07:20:20 +0000 2025,0,@ime_indonesia hii bisa jastip blackpink dikitaa udh seting jastip/war tiketttt hehe bisa di cek di proof yaa thank u! ,1.93089E+18,,ime_indonesia,in,,0,0,0,https://x.com/undefined/status/1930887463544742259,1.41935E+18,
1.93089E+18,Fri Jun 06 07:19:34 +0000 2025,0,OPEN RENT wtr Blink membership code blackpink concert world tour deadline $5 83 || 95.000 IDR Wise seabank indonesia bank Jakarta Kaohsiung Bangkok Bulacan Singapore Hongkong wts presale weverse in sharing membship sewa https://t.co/HPTdCCWIVX,1.93089E+18,https://pbs.twimg.com/media/GsvjvTWbkAA9-2C.jpg,,in,,0,0,0,https://x.com/undefined/status/1930887273572454423,1.52972E+18,
1.93089E+18,Fri Jun 06 07:17:24 +0000 2025,0,Untuk yang mau cari jastip aku masih ad slot ya bisa pc; Membership : khusus vip seat/cat 1 (sisa 1 slot) Visa presale: all sect exc blink pit (sisa 1) Gensale: all sect exc blink pit (sisa 2) Bisa cicilan dp 50% ya! wts wtb tiket blackpink deadline jkt jakarta gbk konser bp https://t.co/QszlB31W12,1.93089E+18,https://pbs.twimg.com/media/GsvjPucaMAALOh6.jpg,,in,,0,0,0,https://x.com/undefined/status/1930886726933008389,1.89168E+18,
1.93088E+18,Fri Jun 06 07:08:41 +0000 2025,2,Jennie BLACKPINK Masuk Daftar Album Terbaik Rolling Stone Tahun 2025 Bukti bahwa Karya Solonya Diterima Luas secara Global #Jennie #BLACKPINK https://t.co/7dAQWzAhfG,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930884535367164292,972179486,
1.93088E+18,Fri Jun 06 06:54:39 +0000 2025,0,ADA INFO FREELANCE NIH GAIS!! Buruan join yuk #zonajajanᅠᅠᅠ #zonauang #wfh,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930881001682813011,1.4316E+18,
1.93088E+18,Fri Jun 06 06:53:51 +0000 2025,0,WTS Preloved ‼️ Lightstick Blackpink Ver.2 (Official) 630K (nego halus) Makassar (bisa COD) ️ dipake 1x di WT Blackpink in Jakarta ️ Kondisi 98% mulus ️ include baterai + strap ️ kotaknya sedikit berjamur krn lama di lemari https://t.co/Ai1kPUVO6i,1.93088E+18,https://pbs.twimg.com/media/Gsvd2P9aIAAMaGj.jpg,,in,,0,0,0,https://x.com/undefined/status/1930880801085980767,222692504,
1.93088E+18,Fri Jun 06 06:52:06 +0000 2025,0,Result pasaran hari ini SYDNEY JUMAT - 06 JUNI - 2025 Angka Result : 9437 ShIo : Ular Kami ucapkan selamat kepada para pemenang yang beruntung!! SALAM JACKPOT #Platinumtogel #BandarTogelTerpercaya #Audinna #BLACKPINK #Angkatogeljitu,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930880358578520561,1.1281E+18,
1.93088E+18,Fri Jun 06 06:52:04 +0000 2025,0,mendingan yg mana sie https://t.co/42MBpmCKam,1.93088E+18,https://pbs.twimg.com/media/GsvdcPXbYAAfw8_.jpg,,in,,0,2,0,https://x.com/undefined/status/1930880353570623817,2757520112,
1.93088E+18,Fri Jun 06 06:51:26 +0000 2025,0,jangan lupa beli ice cream walls di alfa ges b1g1 yang 3 rasa itu,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930880190873489847,9.04039E+17,
1.92994E+18,Fri Jun 06 06:49:45 +0000 2025,0,@Rovsie @THEBOYZ_officl aku mau dong jadi vocalistnya blackpink aku jago nyanyi juga lho kalau nggak percaya boleh check laguku. nanti aku bekelin bonela Labubu ya buat digantung di tas kakak biar inget aku terus.. &gt;~&lt; ASIK SIBUK BANGET KAKAK aku nu,1.93088E+18,,Rovsie,in,,0,0,0,https://x.com/undefined/status/1930879767991173519,1.58748E+18,
1.93064E+18,Fri Jun 06 06:48:34 +0000 2025,0,@sleepygwirl @xinchany @tanyarlfes Spilll kaaak,1.93088E+18,,sleepygwirl,in,,0,0,0,https://x.com/undefined/status/1930879469050646677,306077692,
1.93064E+18,Fri Jun 06 06:47:57 +0000 2025,0,@cenkaixin @tanyarlfes Jual apa kak?,1.93088E+18,,cenkaixin,in,,0,0,0,https://x.com/undefined/status/1930879316990242901,306077692,
1.93064E+18,Fri Jun 06 06:47:17 +0000 2025,0,@gffyyy_ @tanyarlfes Kak spilll,1.93088E+18,,gffyyy_,in,,0,0,0,https://x.com/undefined/status/1930879148723175814,306077692,
